product_id,name,price,quantity,sold_count,description,variants,product_discount
676d3eaf59849b78853265fc,Giấy Decal A4 đế vàng,65000,26,0,"Giấy Decal A4 đế vàng: Đặc điểm :- Mặt trước của giấy decal đế vàng màu trắng, xé rách, bề mặt trơn nhẵn, hơi bóng. Sử dụng tốt cho mực in phun cho chất lượng bản in đẹp, độ bám cao …- Mặt sau của giấy decal đế vàng có phủ keo dùng để dán lên sản phẩm. Đế của giấy màu vàng- Là loại giấy decal phổ biến nhất trên thị trường hiện nay, ứng dụng rộng rãi trong nhiều nghành nghề: siêu thị, nhà sách, may mặc, gốm sứ, mây tre lá, mỹ phẩm…*Chất lượng : Đẹp, láng.*Quy",[],None
676d3f5659849b78853267c8,Bìa nút A4 My Clear,3500,35,0,"Bìa nút A4 My Clear: bìa nút bấm gài, thích hợp đựng các loại hồ sơ, tài liệu, giấy tờ khổ A4 cũng như nhiều loại vật dụng, dụng cụ văn phòng khác. Sản phẩm tiện dụng, đa năng giúp bạn lưu trữ bảo quản tốt. Bìa nút A4 My Clear là săn phẩm được tin dùng phổ biến tại thị trường VN.",[],None
676d402559849b78853268bc,Áo hcmunre size L,165000,1,0,Áo thừa nên cần bán,[],None
676d410059849b7885326ab0,Combo 5 ruột xoá kéo plus,65000,10,0,"Ưu điểm của sản phẩm là sạch sẽ, không gây lem ra trang giấy nên được tin dùng phổ biến tại các văn phòng cũng như trường học.Băng kéo dầy, tạo độ che phủ tốt, lực đẩy êm, nhẹ nhàng tẩy xóa sạch những điểm sai bằng vết mực.Màu sắc : Xanh dương, Xanh lá, Hồng, Vàng",[],None
676d426359849b7885326d6f,Áo hcmunre size S,155000,1,0,áo chật quá nên bán lại,[],None
676d431159849b7885326ee1,Giày bata nam size 36,50000,1,0,Giày mua chật nên pass lại rẻ,[],None
676d43e759849b7885327082,Găng tay thủ môn giá rẻ câu lạc bộ Manchester United GT001,90000,1,0,pass rẻ do thừa,[],None
676d455c59849b78853273f3,Very Easy Toeic,80000,2,0,"Cung cấp thông tin tổng quan về kỳ thi TOEIC,Giải thích các điểm ngữ pháp rõ ràng và chính xác,Giới thiệu các bài học theo chủ đề với những bài thực hành ngữ pháp tích hợp,Phần bài tập giúp phân biệt và sử dụng đúng những từ thường gây nhầm lẫn,Thực hành tập trung vào các dạng câu hỏi thường gặp trong bài thi.",[],None
676d462759849b7885327699,100 bài tập C++ có lời giải,132000,2,0,Tổng hợp 100 bài tập của C++,[],None
676d466a59849b7885327766,100 bài tập PHP,150000,5,0,Bài tập về php,[],None
676d46d959849b7885327893,100 bài tập lập trình Java,149000,5,0,Các câu hỏi và trả lời Java,[],None
676d474059849b78853279b7,100 bài tập JavaScript ,179990,20,0,100 bài tập java script có lời giải,[],None
676d479659849b7885327aa3,Lời giải bài tập Python cơ bản,199999,5,0,Tổng hợp lời giải bài tập Python,[],None
676d480059849b7885327b66,Python từ cơ bản đến giải đề,215000,10,0,Sách dành cho dân lập trình Python,[],None
676d498e59849b7885327dbe,Lập trình Python microsoft,189000,2,0,Sách lập trình IT,[],None
676d4a0859849b7885327f22,Khoá học Toeic 4 kỹ năng,200000,2,0,Khoá học toeic,[],None
676d4a6959849b7885327fea,Khoá học Toeic Athena,250000,6,0,Khoá học toeic,[],None
676d4ac359849b7885328100,Lộ trình luyện thi TOEIC cấp tốc,100000,5,0,Khoá luyện thi toeic,[],None
